actual_combo,date,flat_invest,flat_return,head,head_ev,head_hit,head_prob,kelly_invest,kelly_raw,kelly_return,kelly_total,model,payout100,race_code,score,synthetic_odds,winner
1-2-3,2026-08-12,2000,0,5,6.316967737478412,0,0.24221512399907805,2400,0.21200040261307213,0,2400,5頭展開,930,202608122012,68.74133333333334,26.07998886767474,1
1-5-6,2026-08-12,2000,0,5,2.5385341960504775,0,0.22778497660900687,0,0.15166292080116917,0,0,5頭展開,9890,202608122106,66.62933333333334,11.144432059748496,1
4-5-1,2026-08-13,2000,0,5,5.1847425776028855,0,0.18984684848703795,0,0.15905440937564075,0,0,5頭展開,39790,202608130712,59.09600000000002,27.310132451089284,4
1-3-5,2026-08-13,2000,0,5,3.9097449792173173,0,0.183385158612198,0,0.14319713345561008,0,0,5頭展開,1040,202608131212,58.257000000000005,21.31985493703555,1
1-3-2,2026-08-14,2000,0,3,0.8500360170380036,0,0.2676173144354009,0,0.0,0,0,3まくり,1510,202608140303,68.94099999999999,3.176311737644279,1
1-3-5,2026-08-14,2000,0,3,0.35344461181872827,0,0.19492478853588305,0,0.0,0,0,3まくり,1340,202608140601,49.15433333333334,1.8132358355933977,1
6-4-3,2026-08-14,2000,0,3,0.5594430893538211,0,0.2255272558233903,0,0.0,0,0,3まくり,6900,202608140602,56.861000000000004,2.4806007917372046,6
1-3-5,2026-08-14,2000,0,3,0.5665522528919281,0,0.23024876022347038,0,0.0,0,0,3まくり,790,202608141005,55.190999999999995,2.4606093528671114,1
1-4-5,2026-08-14,2000,0,3,1.4530551832469756,0,0.17295198116341026,0,0.061211308112797895,0,0,3まくり,1130,202608141305,39.356,8.401494874314768,1
1-5-3,2026-08-14,2000,0,3,1.1667521016347704,0,0.22467278767176377,0,0.0397680524018812,0,0,3まくり,2660,202608141308,58.696000000000005,5.193117127025368,1
1-3-4,2026-08-14,2000,0,3,1.8129013617000604,0,0.17351611586386712,0,0.08603925600824691,0,0,3まくり,610,202608141912,39.22,10.448028718683288,1
3-1-2,2026-08-14,2000,2780,3,0.29257257216352595,1,0.12989658344834362,0,0.0,0,0,3まくり,2780,202608142408,22.464333333333336,2.2523500187352825,3
4-2-1,2026-08-14,2000,0,5,1.2800983735578653,0,0.15535847973655031,0,0.038689529669642495,0,0,5頭展開,3230,202608140306,45.977000000000004,8.239642765097834,4
1-2-6,2026-08-14,2000,0,5,1.9889953324861998,0,0.17274961877094314,0,0.09406687947730957,0,0,5頭展開,3810,202608140712,52.80800000000001,11.513746580960635,1
1-2-3,2026-08-14,2000,0,5,6.166169229456206,0,0.13668299713796886,0,0.11711238185090458,0,0,5頭展開,450,202608140812,30.773,45.112920835588845,1
4-1-3,2026-08-14,2000,0,5,3.858585193271207,0,0.23834384474211937,2100,0.1881991060524123,0,2100,5頭展開,3140,202608141210,70.253,16.18915394037583,4
2-4-3,2026-08-14,2000,0,5,0.805684233875259,0,0.1752169803252066,0,0.0,0,0,5頭展開,13880,202608141302,55.315000000000005,4.598208646102057,2
1-2-3,2026-08-14,2000,0,5,1.4471555766410509,0,0.12995703436129277,0,0.04411712492317852,0,0,5頭展開,900,202608141304,42.199,11.135646359994814,1
1-3-5,2026-08-14,2000,0,5,1.9071925023963388,0,0.1778185372798206,0,0.09327979202952111,0,0,5頭展開,1670,202608142204,50.660000000000004,10.725498767291754,1
3-1-2,2026-08-14,2000,0,5,6.772880109726304,0,0.17387808245464428,0,0.1521104736097157,0,0,5頭展開,7190,202608142312,54.64833333333333,38.95189096931176,3
1-3-5,2026-08-15,2000,0,3,0.4856133845962315,0,0.3170904789408881,0,0.0,0,0,3まくり,1420,202608150506,80.23466666666667,1.5314663064568375,1
3-5-2,2026-08-15,2000,46720,3,0.7449958827491829,1,0.22620717715781663,0,0.0,0,0,3まくり,46720,202608150509,55.98433333333333,3.2934228352508286,3
1-4-6,2026-08-15,2000,0,3,0.7288720536959914,0,0.22072333792939847,0,0.0,0,0,3まくり,2910,202608151007,57.79433333333334,3.3021974954416993,1
4-1-6,2026-08-15,2000,0,3,0.7964191548228611,0,0.21139683556387204,0,0.0,0,0,3まくり,1890,202608151706,51.477,3.767412850332042,4
1-2-3,2026-08-15,2000,0,3,0.2549615925470385,0,0.17936279396556548,0,0.0,0,0,3まくり差し,2450,202608152405,47.68600000000001,1.4214853978913076,1
1-2-4,2026-08-15,2000,0,5,2.692791063410573,0,0.1687187193262269,0,0.11315267606132039,0,0,5頭展開,440,202608150911,51.28666666666667,15.96023887665905,1
1-4-2,2026-08-15,2000,0,5,1.0157268342906054,0,0.18739141972027135,0,0.003557826640734259,0,0,5頭展開,1240,202608151108,60.35033333333334,5.420348678753981,1
2-3-5,2026-08-15,2000,0,5,0.6873691912983203,0,0.23320554834912235,0,0.0,0,0,5頭展開,3230,202608151704,70.66833333333335,2.947482151107693,2
1-2-6,2026-08-15,2000,0,5,0.6968498730879722,0,0.12623641962614257,0,0.0,0,0,5頭展開,1000,202608151903,35.876666666666665,5.520196747909508,1
5-6-3,2026-08-15,2000,85570,5,3.667286411393351,1,0.125758430625871,0,0.09471441562741734,0,0,5頭展開,85570,202608152112,39.221333333333334,29.161356365073132,5
2-5-1,2026-08-16,2000,0,3,0.35872733917512534,0,0.1698451752506129,0,0.0,0,0,3まくり,7910,202608160403,46.829,2.112084365339255,2
4-6-1,2026-08-16,2000,0,3,0.5110207694615148,0,0.1877385588095119,0,0.0,0,0,3まくり,43550,202608160903,29.073333333333338,2.7219808903509253,4
5-6-2,2026-08-16,2000,0,3,0.24306401069301217,0,0.16014337638273007,0,0.0,0,0,3まくり,61650,202608161102,44.014,1.5177899716071197,5
1-5-4,2026-08-16,2000,0,3,0.549216298821084,0,0.17298930150870212,0,0.0,0,0,3まくり,4210,202608161806,38.801,3.1748570231290056,1
4-5-6,2026-08-16,2000,0,5,4.190183040370432,0,0.17141521559226433,0,0.13607302971628332,0,0,5頭展開,10580,202608160212,58.234333333333346,24.444638860632903,4
3-2-4,2026-08-16,2000,0,5,2.497205220839106,0,0.19554671088486567,0,0.12720112700843567,0,0,5頭展開,7540,202608160404,64.279,12.770377008843758,3
1-4-3,2026-08-16,2000,0,5,1.0064930437911959,0,0.17495194999412547,0,0.001366102867484007,0,0,5頭展開,1540,202608160409,84.80433333333333,5.75296842261542,1
1-2-3,2026-08-16,2000,0,5,2.416499531068397,0,0.12534273081655573,0,0.07749269687913445,0,0,5頭展開,2730,202608160911,31.701333333333338,19.27913581685917,1
1-5-2,2026-08-16,2000,0,5,0.7260733925151296,0,0.16115759671861535,0,0.0,0,0,5頭展開,1380,202608161110,53.37166666666666,4.505362497945843,1
1-4-3,2026-08-16,2000,0,5,2.867813360022696,0,0.18205050916273588,0,0.12660699849363669,0,0,5頭展開,850,202608161111,59.859666666666676,15.752844489213391,1
1-3-6,2026-08-16,2000,0,5,5.17510180567417,0,0.16478283091987977,0,0.13731363180353817,0,0,5頭展開,3970,202608161812,56.26599999999999,31.40558865741536,1
3-2-4,2026-08-16,2000,0,5,1.4661689278916663,0,0.13859357414469192,0,0.04866617754642271,0,0,5頭展開,6770,202608161910,38.63666666666666,10.578909858843698,3
1-4-5,2026-08-16,2000,0,5,0.6059486793408777,0,0.16142159346097135,0,0.0,0,0,5頭展開,770,202608162204,54.06266666666666,3.753826649514425,1
2-1-5,2026-08-16,2000,0,5,2.73245760756041,0,0.1954813123644348,0,0.13349083607243442,0,0,5頭展開,2670,202608162409,64.17766666666667,13.97810140780262,2
3-2-5,2026-08-17,2000,10300,3,0.3282491895951889,1,0.19007086243062665,0,0.0,0,0,3まくり,10300,202608170209,32.04166666666667,1.7269832177196307,3
3-4-1,2026-08-17,2000,2680,3,0.46325932530896824,1,0.17748798027435594,0,0.0,0,0,3まくり,2680,202608170507,36.970666666666666,2.6100884386248295,3
3-4-5,2026-08-17,2000,0,5,1.9593721740982049,0,0.16985259262489913,0,0.09105899301119044,0,0,5頭展開,15090,202608170211,59.919666666666686,11.535721320576272,3
4-1-6,2026-08-17,2000,0,5,1.5787996132881417,0,0.2022098100897049,0,0.08502094059614249,0,0,5頭展開,2290,202608170512,67.32900000000001,7.807730063085218,4
2-3-6,2026-08-17,2000,0,5,0.49264607589327497,0,0.15447428526042073,0,0.0,0,0,5頭展開,18950,202608170902,54.84666666666668,3.1891785423233827,2
4-5-2,2026-08-17,2000,0,5,1.154890034284932,0,0.18035268565586274,0,0.028664713265133937,0,0,5頭展開,840,202608170907,61.658666666666676,6.403508936310591,4
2-4-1,2026-08-17,2000,0,5,2.077962131354868,0,0.22416973496789647,0,0.1303525064415071,0,0,5頭展開,9690,202608171208,70.777,9.269592666701662,2
1-2-3,2026-08-17,2000,0,5,3.6663559570645834,0,0.15466817599669366,0,0.11743652572430238,0,0,5頭展開,940,202608171212,52.893,23.70465632919185,1
2-1-3,2026-08-17,2000,0,5,1.2888404009025352,0,0.15668078517416192,0,0.039972933299085835,0,0,5頭展開,6300,202608171512,57.57233333333333,8.225899554115054,2
2-1-4,2026-08-18,2000,0,3,0.4891181668007892,0,0.22230797703521105,0,0.0,0,0,3まくり差し,6460,202608180501,57.9,2.200182707448768,2
5-1-6,2026-08-18,2000,0,3,0.5112869711540642,0,0.22264593846842823,0,0.0,0,0,3まくり,8020,202608180506,61.915666666666674,2.2964127469433535,5
1-2-3,2026-08-18,2000,0,3,0.4750808286030578,0,0.1935361845579827,0,0.0,0,0,3まくり,1730,202608180507,34.74100000000001,2.454739043699218,1
3-2-5,2026-08-18,2000,4080,3,0.43099882787044064,1,0.2235938430472002,0,0.0,0,0,3まくり差し,4080,202608181101,58.57,1.9275970303862868,3
3-5-4,2026-08-18,2000,2260,3,0.44395280784487257,1,0.21880373958520127,0,0.0,0,0,3まくり,2260,202608181103,52.26033333333334,2.0290000924412865,3
6-5-1,2026-08-18,2000,0,3,1.046239936683853,0,0.16022022550348897,0,0.008361634610684019,0,0,3まくり,6970,202608181307,45.552,6.530011634898554,6
1-3-2,2026-08-18,2000,0,3,0.360821210216707,0,0.22759575560213782,0,0.0,0,0,3まくり,2540,202608181309,63.24300000000001,1.585360013687873,1
3-1-6,2026-08-18,2000,830,3,0.32409280659437756,1,0.16215180739499105,0,0.0,0,0,3まくり,830,202608181507,25.36266666666667,1.9986999331121174,3
3-1-6,2026-08-18,2000,1260,3,0.7350311344479424,1,0.22285158369357086,0,0.0,0,0,3まくり,1260,202608181606,57.436,3.2982989048829796,3
6-3-2,2026-08-18,2000,0,3,0.48425960256387074,0,0.19632131834103006,0,0.0,0,0,3まくり,6710,202608181608,32.97200000000001,2.4666684527997242,6
3-1-6,2026-08-18,2000,680,3,0.5591473820044476,1,0.2799408936734268,0,0.0,0,0,3まくり,680,202608182001,70.63000000000001,1.9973765699867247,3
1-4-5,2026-08-18,2000,0,5,0.5493827069671423,0,0.1874080521902729,0,0.0,0,0,5頭展開,1710,202608181204,66.193,2.9314786667189803,1
1-6-4,2026-08-18,2000,0,5,1.4293465873180413,0,0.14809601769633707,0,0.049626920214434114,0,0,5頭展開,5060,202608182006,46.688,9.651485634467496,1
1-5-6,2026-08-18,2000,0,5,1.4866688019191139,0,0.12689383036172708,0,0.045415800176362285,0,0,5頭展開,1610,202608182010,36.970666666666666,11.715847789298932,1
1-4-5,2026-08-18,2000,0,5,1.9364768466239848,0,0.1740564808981441,0,0.09248637131972284,0,0,5頭展開,1170,202608182011,63.982666666666674,11.125565888909298,1
4-2-5,2026-08-19,2000,0,3,1.1590403545512449,0,0.25237330977175276,0,0.044269327860187585,0,0,3まくり,40070,202608190509,66.98233333333334,4.59256311849888,4
1-6-5,2026-08-19,2000,0,3,1.2617916346425728,0,0.23022111564435252,0,0.05842544070792296,0,0,3まくり,2000,202608190909,56.937,5.48078151350721,1
1-2-5,2026-08-19,2000,0,3,1.0253935863984578,0,0.2345983532064823,0,0.007533294715293913,0,0,3まくり,1220,202608191008,55.711333333333336,4.37084733282827,1
1-3-6,2026-08-19,2000,0,3,1.1175935685674412,0,0.24796602985420865,0,0.03353068875578993,0,0,3まくり,480,202608191105,66.20400000000001,4.507043038211843,1
3-6-1,2026-08-19,2000,3380,3,0.3948618290986086,1,0.2539898440330263,0,0.0,0,0,3まくり,3380,202608191302,67.351,1.554636291076523,3
3-4-5,2026-08-19,2000,1980,3,0.4894438632011743,1,0.16558522200334824,0,0.0,0,0,3まくり,1980,202608191503,41.40233333333334,2.9558426608340533,3
3-1-6,2026-08-19,2000,870,3,0.29248367208307086,1,0.14967495120113833,0,0.0,0,0,3まくり,870,202608191805,22.251999999999995,1.9541257220122374,3
1-3-5,2026-08-19,2000,0,3,0.9841872975491456,0,0.22803194012618366,0,0.0,0,0,3まくり,810,202608192007,63.207666666666675,4.316006332290714,1
4-5-6,2026-08-19,2000,0,5,0.3043790725973785,0,0.1599625807155369,0,0.0,0,0,5頭展開,2890,202608190505,49.517,1.9028142158987729,4
1-2-4,2026-08-19,2000,0,5,0.6307054430266894,0,0.15018513538652525,0,0.0,0,0,5頭展開,680,202608190906,58.33866666666666,4.199519755423657,1
4-5-2,2026-08-19,2000,0,5,0.7052913561033807,0,0.14863447090074047,0,0.0,0,0,5頭展開,700,202608191004,52.78766666666667,4.745139884639419,4
1-5-4,2026-08-19,2000,0,5,0.991544045877048,0,0.14584378724132477,0,0.0,0,0,5頭展開,2740,202608191104,53.998333333333335,6.798671816142296,1
1-4-3,2026-08-19,2000,0,5,0.4104113274189138,0,0.14700237873115207,0,0.0,0,0,5頭展開,18160,202608191502,55.043000000000006,2.791868614381417,1
5-1-4,2026-08-19,2000,3300,5,1.3445378668856565,1,0.23360384342929005,0,0.07244837966255667,0,0,5頭展開,3300,202608191802,75.51,5.755632472256977,5
1-2-4,2026-08-19,2000,0,5,2.4488334922487986,0,0.14477116806513965,0,0.0910345674260653,0,0,5頭展開,710,202608191905,46.25,16.915201590049673,1
3-4-5,2026-08-19,2000,0,5,1.1095132685498201,0,0.1356648139589359,0,0.015256066930955731,0,0,5頭展開,4860,202608192003,44.55466666666667,8.17834216678804,3
1-3-5,2026-08-20,2000,0,3,1.2922137657405797,0,0.3006880895819004,0,0.08861616101609288,0,0,3まくり,450,202608201105,73.475,4.297522284761501,1
3-5-2,2026-08-20,2000,1610,3,0.44580744795963184,1,0.2863841530235469,0,0.0,0,0,3まくり差し,1610,202608201301,71.071,1.5566763846845146,3
3-4-2,2026-08-20,2000,6850,3,0.5969816869263453,1,0.2212588398841845,0,0.0,0,0,3まくり,6850,202608201608,52.108666666666686,2.698114512571922,3
3-2-4,2026-08-20,2000,13640,3,1.000449116339601,1,0.23336881216117114,0,0.00013663464714702865,0,0,3まくり,13640,202608201609,55.183333333333344,4.286987224533938,3
1-3-6,2026-08-20,2000,0,3,0.7600316144163373,0,0.1721546756768212,0,0.0,0,0,3まくり,1290,202608201902,24.181333333333328,4.414818310500686,1
3-1-6,2026-08-20,2000,1540,3,0.414469492554466,1,0.19310115627047442,0,0.0,0,0,3まくり,1540,202608202307,49.04766666666668,2.1463853482778927,3
3-4-6,2026-08-20,2000,350,3,0.599435580904087,1,0.2324594335731523,0,0.0,0,0,3まくり差し,350,202608202402,55.912000000000006,2.5786674762564608,3
2-1-3,2026-08-20,2000,0,5,1.6951825895410373,0,0.1507057676044633,0,0.0678339903156818,0,0,5頭展開,5260,202608200912,48.50666666666667,11.248292726195787,2
3-5-1,2026-08-20,2000,0,5,1.4706556353338973,0,0.14422836483500237,0,0.05117649055802018,0,0,5頭展開,106480,202608201110,58.07033333333334,10.19671572243318,3
4-6-5,2026-08-20,2000,0,5,1.203089790784918,0,0.12014611973741016,0,0.02253159695507368,0,0,5頭展開,5220,202608201305,41.655,10.013555106185501,4
1-2-4,2026-08-20,2000,0,5,1.7965272402264523,0,0.12210201521255894,0,0.05808415911946195,0,0,5頭展開,650,202608201612,40.703,14.713329973293254,1
1-2-5,2026-08-20,2000,0,5,1.2714903724893967,0,0.16703095054150827,0,0.04105836219840016,0,0,5頭展開,630,202608201803,63.922000000000004,7.612303997356604,1
1-2-4,2026-08-20,2000,0,5,1.462756674331267,0,0.165081772486595,0,0.05886889845832246,0,0,5頭展開,1180,202608201906,61.67266666666668,8.860800634122377,1
1-2-3,2026-08-20,2000,0,5,1.789427240809604,0,0.1194547232582939,0,0.05646848172192892,0,0,5頭展開,3130,202608202012,34.986666666666665,14.979962214975552,1
3-4-5,2026-08-21,2000,1180,3,0.2925384571316346,1,0.22458336966640388,0,0.0,0,0,3まくり,1180,202608210605,61.12766666666668,1.3025829008005856,3
1-3-4,2026-08-21,2000,0,3,1.1308868538017556,0,0.18888923872030036,0,0.026245414826205304,0,0,3まくり,430,202608210707,36.31766666666666,5.987036961254991,1
3-1-2,2026-08-21,2000,2150,3,0.3796153198037489,1,0.2753356658937837,0,0.0,0,0,3まくり,2150,202608211301,69.345,1.3787364545434269,3
1-4-3,2026-08-21,2000,0,3,0.4803039684255386,0,0.30616859253519085,0,0.0,0,0,3まくり,2440,202608212303,74.30166666666668,1.5687564960482767,1
3-1-4,2026-08-21,2000,1630,3,0.7369391158329774,1,0.3180643951306581,0,0.0,0,0,3まくり,1630,202608212310,82.51700000000001,2.3169494200388234,3
3-4-2,2026-08-21,2000,1700,3,0.25659830160929364,1,0.19769641418631356,0,0.0,0,0,3まくり差し,1700,202608212409,32.32600000000001,1.2979411015895796,3
1-6-2,2026-08-21,2000,0,5,0.9855667829253056,0,0.1381572133241594,0,0.0,0,0,5頭展開,1890,202608210211,54.915666666666674,7.133661422461253,1
5-3-1,2026-08-21,2000,17490,5,1.239256883492854,1,0.13720517842658625,0,0.029787425797278756,0,0,5頭展開,17490,202608210310,53.821000000000005,9.032143667638152,5
4-3-5,2026-08-21,2000,0,5,4.058219213341355,0,0.13817379184316733,0,0.1077961348808822,0,0,5頭展開,70070,202608211311,57.619,29.370397665192485,4
3-6-5,2026-08-21,2000,0,5,1.9388327443342213,0,0.22615726062729388,0,0.12397202135822996,0,0,5頭展開,14490,202608212106,71.664,8.572940523582874,3
5-2-4,2026-08-21,2000,7440,5,0.5947781205965144,1,0.24691480901866178,0,0.0,0,0,5頭展開,7440,202608212308,74.74166666666667,2.4088394007649865,5
3-2-6,2026-08-22,2000,15490,3,0.29135722105602585,1,0.18144134785219607,0,0.0,0,0,3まくり,15490,202608220406,38.59666666666667,1.6057928609159604,3
1-5-3,2026-08-22,2000,0,3,0.3442108256902109,0,0.23545340549455435,0,0.0,0,0,3まくり,10150,202608220407,63.86133333333334,1.4619063375499657,1
3-2-5,2026-08-22,2000,5190,3,0.5571524653537857,1,0.28401646414437,0,0.0,0,0,3まくり,5190,202608222202,69.94766666666668,1.9616907316703178,3
1-3-6,2026-08-22,2000,0,3,0.8308079360310746,0,0.32180860471678535,0,0.0,0,0,3まくり,620,202608222406,84.11333333333334,2.581683410119643,1
4-5-6,2026-08-22,2000,0,5,0.8551757631216792,0,0.1426253991966161,0,0.0,0,0,5頭展開,7830,202608220205,58.01833333333335,5.995957017044191,4
4-5-6,2026-08-22,2000,0,5,0.5672911822937458,0,0.18171587423582675,0,0.0,0,0,5頭展開,930,202608220206,67.14366666666666,3.121858146292316,4
5-2-1,2026-08-22,2000,2950,5,0.33385022685424176,1,0.14256507365275592,0,0.0,0,0,5頭展開,2950,202608220401,57.83366666666666,2.341739237391318,5
1-3-4,2026-08-22,2000,0,5,0.4199320721369743,0,0.13946570320042603,0,0.0,0,0,5頭展開,15250,202608220807,46.54900000000001,3.0110060215556387,1
1-4-3,2026-08-22,2000,0,5,1.4245218910277484,0,0.11349851675957982,0,0.03675190382514547,0,0,5頭展開,1610,202608221605,33.723,12.55101768462108,1
1-3-4,2026-08-22,2000,0,5,1.2027611403455132,0,0.12271128572445084,0,0.023036973821438385,0,0,5頭展開,1220,202608222012,43.462666666666664,9.801552752420204,1
4-6-1,2026-08-22,2000,0,5,2.1566045296941847,0,0.1460671397162509,0,0.08402823855822115,0,0,5頭展開,8170,202608222212,53.70400000000001,14.764474295064522,4
4-1-2,2026-08-22,2000,0,5,1.1080480174103342,0,0.1563875399556507,0,0.017755663958096975,0,0,5頭展開,1760,202608222306,61.113666666666674,7.085270461601743,4
3-1-5,2026-08-23,2000,1780,3,1.1085968364645915,1,0.31244487908033947,0,0.04261815238031322,0,0,3まくり,1780,202608230303,75.05999999999999,3.5481357214996514,3
4-1-6,2026-08-23,2000,0,3,0.8458170402137346,0,0.15740701749902092,0,0.0,0,0,3まくり,4660,202608231610,20.90666666666667,5.373439212892752,4
3-4-1,2026-08-23,2000,8530,3,0.6746731644281632,1,0.2348082809335811,0,0.0,0,0,3まくり,8530,202608231811,57.381,2.8732937430729035,3
3-1-2,2026-08-23,2000,2360,3,0.9366653665417662,1,0.31732788938106243,0,0.0,0,0,3まくり,2360,202608232101,76.384,2.9517272130372816,3
3-1-6,2026-08-23,2000,4750,3,1.0390358647136015,1,0.23006288045697587,0,0.011101363892135981,0,0,3まくり,4750,202608232112,52.08833333333334,4.516312508344483,3
1-3-4,2026-08-23,2000,0,3,0.5730559265784093,0,0.24088932888865816,0,0.0,0,0,3まくり,1780,202608232207,64.59633333333336,2.378917859177076,1
3-5-4,2026-08-23,2000,0,5,1.0868007120946308,0,0.11034865965211325,0,0.009809331868914629,0,0,5頭展開,109410,202608231804,33.462,9.848789423640433,3
1-2-5,2026-08-23,2000,0,5,2.2948410548389697,0,0.15951437977800662,0,0.09672794808683842,0,0,5頭展開,1140,202608231911,62.76466666666667,14.386421199346792,1
1-2-3,2026-08-24,2000,0,3,0.7842981652087241,0,0.17984839100070485,0,0.0,0,0,3まくり,720,202608240711,39.69166666666667,4.3608850812885525,1
1-4-3,2026-08-24,2000,0,3,0.8243067139448206,0,0.17374068445948432,0,0.0,0,0,3まくり,810,202608241504,41.361,4.744465676011803,1
3-2-6,2026-08-24,2000,7410,3,1.475416085065348,1,0.32066427044984497,0,0.13201880278348996,0,0,3まくり,7410,202608241803,78.857,4.601124044769801,3
3-1-2,2026-08-24,2000,3590,3,0.5421518323231391,1,0.2750836189645719,0,0.0,0,0,3まくり,3590,202608241810,68.69200000000001,1.9708619305061672,3
1-5-3,2026-08-24,2000,0,3,1.0956326652308177,0,0.20025127969261122,0,0.021388163638643307,0,0,3まくり,3010,202608242111,29.014000000000003,5.471289206803725,1
1-3-5,2026-08-24,2000,0,5,2.7779708219883363,0,0.12275570980485252,0,0.08219901629213577,0,0,5頭展開,5600,202608240712,27.377333333333333,22.63007420513912,1
2-1-3,2026-08-24,2000,0,5,0.9177959922965979,0,0.15163419151157953,0,0.0,0,0,5頭展開,6820,202608241001,49.03966666666666,6.052698162251292,2
1-4-5,2026-08-24,2000,0,5,0.6494647447278612,0,0.11441601709217895,0,0.0,0,0,5頭展開,2940,202608241311,29.115000000000002,5.676344634550787,1
4-1-6,2026-08-24,2000,0,5,0.3451052039376355,0,0.11851453621236845,0,0.0,0,0,5頭展開,4930,202608241502,39.928333333333335,2.9119230008986823,4
1-2-4,2026-08-24,2000,0,5,0.5808309942342633,0,0.1609207236829205,0,0.0,0,0,5頭展開,3080,202608241505,64.45366666666666,3.609423205048079,1
4-1-5,2026-08-24,2000,0,5,0.7061918405344744,0,0.18506878682578587,0,0.0,0,0,5頭展開,1590,202608241806,67.842,3.8158343859423827,4
3-2-5,2026-08-24,2000,0,5,2.380301031330346,0,0.15788735756550845,0,0.09806098884934897,0,0,5頭展開,17080,202608241911,62.04466666666667,15.075944445664337,3
6-4-2,2026-08-24,2000,0,5,2.4803712753473097,0,0.14660304233050941,0,0.09299420982522626,0,0,5頭展開,6600,202608242009,56.48933333333333,16.918961816327343,6
1-3-5,2026-08-24,2000,0,5,0.8425718013703914,0,0.15029358179148858,0,0.0,0,0,5頭展開,1520,202608242109,52.196,5.606172873964389,1
1-6-5,2026-08-24,2000,0,5,1.3178244837246964,0,0.1055675559414852,0,0.027677263124851914,0,0,5頭展開,6260,202608242205,32.992,12.48323381148608,1
4-3-5,2026-08-25,2000,0,3,0.3258238511131801,0,0.24590595892329484,0,0.0,0,0,3まくり,2610,202608251009,53.83566666666667,1.3249937193055739,4
3-1-4,2026-08-25,2000,1140,3,0.23044191318973395,1,0.16746986400633976,0,0.0,0,0,3まくり,1140,202608251301,45.743,1.3760201846286226,3
6-2-1,2026-08-25,2000,0,3,0.7365373657711591,0,0.21194791890630232,0,0.0,0,0,3まくり,18670,202608251304,49.942,3.4750865664161896,6
4-3-5,2026-08-25,2000,0,3,0.5290321106298186,0,0.1950643132763984,0,0.0,0,0,3まくり,8910,202608251810,48.411,2.712090703542483,4
3-1-5,2026-08-25,2000,0,5,1.9623220488517796,0,0.15111167377023174,0,0.08028779953374761,0,0,5頭展開,9820,202608250107,61.19633333333333,12.985906382292667,3
6-1-2,2026-08-25,2000,0,5,0.6482454940440386,0,0.15020773138230548,0,0.0,0,0,5頭展開,8670,202608250605,63.69700000000002,4.315659973547821,6
3-1-2,2026-08-25,2000,0,5,0.9300181841514528,0,0.09972321789127354,0,0.0,0,0,5頭展開,6610,202608250903,33.74666666666667,9.325994525822814,3
1-2-5,2026-08-25,2000,0,5,1.2089476371587202,0,0.09359968272294704,0,0.017534826209153084,0,0,5頭展開,950,202608251311,31.683000000000007,12.916151016635153,1
5-1-4,2026-08-25,2000,3150,5,1.131043927059656,1,0.21981281899891775,0,0.03161122877046415,0,0,5頭展開,3150,202608251505,71.295,5.14548665637751,5
1-3-4,2026-08-25,2000,0,5,1.5037452251984587,0,0.14318202531491944,0,0.053012797636162304,0,0,5頭展開,1410,202608251511,54.613666666666674,10.502332411425735,1
1-3-4,2026-08-26,2000,0,3,0.4764102001171913,0,0.24410876407415552,0,0.0,0,0,3まくり,1290,202608260606,64.83066666666667,1.9516308720995659,1
3-4-2,2026-08-26,2000,4720,3,0.5340288241007993,1,0.3243215879387049,0,0.0,0,0,3まくり差し,4720,202608260904,90.783,1.64660276700954,3
5-4-3,2026-08-26,2000,0,3,0.5063196236783427,0,0.24540441893299866,0,0.0,0,0,3まくり,5740,202608261102,55.771,2.0632049980183127,5
4-5-3,2026-08-26,2000,0,3,0.7553775685301518,0,0.20606642110115986,0,0.0,0,0,3まくり,4510,202608261106,31.292333333333332,3.665699459881094,4
2-1-3,2026-08-26,2000,0,3,0.4220974749140965,0,0.3157488015023768,0,0.0,0,0,3まくり,7690,202608261301,74.00500000000001,1.336814179200991,2
3-2-4,2026-08-26,2000,10940,3,1.4217736554435354,1,0.2998307006086875,0,0.11271579367289457,0,0,3まくり,10940,202608261806,70.999,4.7419215329090285,3
1-5-4,2026-08-26,2000,0,5,1.0629405943429873,0,0.2382176116568853,0,0.018180114263116144,0,0,5頭展開,620,202608261403,71.60966666666667,4.4620571373790145,1
1-2-4,2026-08-26,2000,0,5,2.144132641005225,0,0.1453909215822807,0,0.08322561012842829,0,0,5頭展開,1330,202608261512,48.64566666666666,14.747362611576827,1
1-3-5,2026-08-26,2000,0,5,1.9435415739316106,0,0.14329566135156924,0,0.07510385825870847,0,0,5頭展開,2210,202608261809,59.21400000000001,13.563157150747376,1
1-2-5,2026-08-27,2000,0,3,0.9183416625994598,0,0.24021102607412473,0,0.0,0,0,3まくり,3520,202608270809,64.406,3.8230620700819804,1
1-3-6,2026-08-27,2000,0,3,0.8294727017828892,0,0.30397430088471716,0,0.0,0,0,3まくり,790,202608270909,71.41066666666669,2.7287593042198273,1
3-1-6,2026-08-27,2000,600,3,0.41173994966296784,1,0.2416562892881034,0,0.0,0,0,3まくり,600,202608270910,53.414,1.7038246795724408,3
1-5-3,2026-08-27,2000,0,3,0.5947394040767537,0,0.17301905521533326,0,0.0,0,0,3まくり,1000,202608271412,41.65966666666667,3.43742140619461,1
